Temperature,Humidity,Wind Speed,Pollution Level
21.236203565420873,47.03020832906458,2.7338443738814444,36.901773241117276
38.52142919229749,33.58559444238255,1.9874989263013918,13.551687356075403
31.959818254342153,50.4814447447616,13.732013051602271,51.839962663306515
27.959754525911098,45.56087475316968,3.6618027284618795,11.260922934922068
14.680559213273096,63.856031986750466,12.49750216383586,93.39874185126172
14.67983561008608,60.288962472634516,8.624832195499902,18.357962735514597
11.742508365045984,48.229686409877004,2.0899912745227747,25.276585995116406
35.98528437324806,40.894627712749504,14.376274680132944,40.663652688497045
28.033450352296263,79.40179830777959,4.457456337886495,38.31644685591258
31.242177333881365,52.70008105980574,13.035034834936491,79.4662892397889
10.617534828874074,64.41371178901186,3.3633400809838987,45.631682055096235
39.097295564859834,37.02764837891804,12.95520034998594,17.07682600033369
34.97327922401266,54.27948498296989,1.1852033806741158,26.72098954860741
16.370173320348286,31.376835993473275,8.16492639197273,50.9113385187522
15.454749016213018,55.272755895522494,11.772196111901795,14.745391742613489
15.502135295603015,78.20087035588512,14.087137244898967,61.16556756460141
19.127267288786133,49.210335649290016,13.72882990689082,56.57473065511459
25.742692948967136,31.949800628745578,12.47474817366703,71.47023163822577
22.958350559263472,31.547789545967177,13.434678895258257,93.77046153793677
18.736874205941255,49.39933799734347,3.789075601719071,91.22545611011557
28.355586841671386,38.001246823159704,4.978580139964203,94.60756180688314
14.184815819561255,31.167604816409295,5.04555934889482,24.471559702370094
18.764339456056547,67.81068069750884,6.278755034023783,13.156530663935461
20.99085529881075,52.92615044409453,6.5064893853926415,30.22767004964485
23.682099526511077,44.46223859863272,8.623774545165457,89.50851727663147
33.55527884179041,75.00415915082404,3.2383166871301796,97.20534746234883
15.990213464750791,35.80694801002628,10.67745329300385,85.9324951070476
25.42703315240835,77.79594144776595,3.345931550263091,11.00177211275436
27.772437065861276,45.698335868867645,5.344318749463666,94.74279980597932
11.393512381599932,74.42018361543407,8.046831828486157,42.3358027350786
28.22634555704315,60.14714382397308,12.150167861328683,0.9310290762353679
15.115723710618745,71.33536798707436,11.352569265342181,44.23937407481936
11.951547789558386,79.2006581605232,10.037480989747312,4.606916967546759
38.466566117599996,44.420271890937286,3.180825648122382,54.387792116111754
38.96896099223678,78.05677427037965,8.658634838618088,33.855402743705135
34.25192044349383,49.47409474512102,2.224251025198396,47.343493359404874
19.13841307520112,49.275595236846115,6.28308447515311,61.3170360743117
12.930163420191516,47.01935521272529,6.7892314240594285,86.88010958178202
30.526990795364707,57.07038036737926,1.5573601522405536,66.19015764719286
23.20457481218804,37.707252158924355,4.835833392579605,43.40488684781807
13.661147045343364,57.68557426790056,14.37909254173085,81.9427853670365
24.855307303338105,57.0852406205002,14.350856509615653,90.55821375731323
11.031655633456552,68.0950906302435,5.93257875953555,11.975996643219721
37.27961206236346,71.68249809687927,1.6034015252765368,53.19329775527915
17.763399448000506,52.0220675156212,3.5073291505945416,28.451195974244413
29.87566853061946,45.116662467574685,6.491049108069562,4.706119787694741
19.35133228268233,42.96674486585472,14.268915771569217,66.85466951139854
25.602040635334326,39.73119183524359,2.976786889520589,86.27707774592255
26.40130838029839,32.882379109951245,11.68922181135497,16.290265447739404
15.545633665765811,47.12239894173567,2.5215555512456893,81.24136576239005
39.08753883293676,43.512384606539165,14.737606083477875,85.33957335369416
33.253984700833435,78.32086929332037,6.3426309875278895,91.43404426664836
38.18496824692568,57.885441312502195,11.853283544586784,26.528508908605243
36.844820512829465,47.363851951525376,5.7962751593558455,90.39530651898893
27.936999364332554,59.0233800496848,9.787364280223322,32.06627547364322
37.6562270506935,36.95983506728477,3.688225186360514,55.23380134555028
12.654775061557585,52.202187460110146,3.044294270157476,5.050747083228213
15.879485872574357,61.31171607105319,14.132897953953838,4.388108836874361
11.356818667316142,54.44489158962257,13.847061890662069,72.03732127322029
19.759909922897933,50.08894003271621,13.424565162980354,44.4479977977791
21.660318690684463,79.6924194449849,9.75606830233231,25.629237536921757
18.140470953216877,74.01573810744635,12.315754957027895,19.04134960249102
34.86212527455788,61.17029790797201,1.9665171167592488,66.9953490859218
20.70259980080768,58.46886805911414,5.687046586469508,0.04015440253398728
18.428035290621423,61.0330239912292,5.391843746600188,80.58911691968542
26.280882494747456,40.065605391121665,9.899034507336586,7.924960612992882
14.22772674924288,49.75688716321593,5.983408828588967,19.148961490811946
34.06590942262119,31.972976644544964,3.0790949430115315,38.62363952990896
12.236519310393124,53.77730187434133,9.350539055789612,48.48587397161036
39.60660809801552,57.151229197883154,12.40137488936714,35.49951158139418
33.16734307889972,41.38748680516048,6.349728922439624,32.071216498429386
15.961470446025173,78.20144235827568,2.851762011378744,96.39160120731884
10.165663513708072,75.4727305468621,3.753634762379523,64.15796812433942
34.463842853645026,66.1071617727953,4.324766272371376,2.343295536738821
31.205720315428515,56.66933143826813,5.198566301923507,43.01759084443132
31.87021504122962,73.49845798238425,9.999130987088328,87.50086997439702
33.13811040057837,36.532617191173145,9.413236783528067,30.145618641066797
12.22133955202271,69.52548971374425,10.745118061938548,9.455634477438824
20.753971856328178,36.24104069834242,6.075027783441184,75.83847715899178
13.476071785753891,69.71053312747027,12.535967126319697,60.60138319360813
35.89310277626781,43.78837841256785,3.8572272561806438,57.03125078265039
28.698943804826737,73.85452905090945,7.566570465254156,5.357655960740793
19.926940745579476,77.2021046912699,12.213142101580024,14.049900979551733
11.906750508580709,37.43979847025578,3.5222210682566697,62.25493962131138
19.329469651469864,53.13378025326968,2.5380835923709615,20.782384145883583
19.75549966080241,79.04936890813426,13.371575547631856,50.40700797484243
31.88818535014192,54.17037179865733,5.801015278628743,54.488168602939346
29.126724140656393,73.17737612572725,10.574181748726447,28.35071902709394
36.616382277289794,59.436576106565994,1.3548804596951387,94.84251555414929
24.16644775485848,48.766495395980094,10.660656437732294,84.24641068355751
13.58782737814905,44.28917777629351,5.425418361657587,72.23735076327985
31.39734361668985,40.16115455430436,1.7803719502241844,7.7993866409409085
32.82355145850693,68.08990956888486,9.537378661673639,10.613001930901945
26.83831592708489,49.3270253411514,4.371253425024426,49.27813458649557
33.12901539863683,55.56377311003756,6.41530138872632,16.071334919098568
24.81386789093172,54.61627400005909,2.1281313720111905,97.8265463529474
25.681984881459822,58.86395146165656,3.0602855153292348,15.852023402740944
22.826230550756488,73.2788572812276,5.171681296941813,48.746783546397396
10.762573802322855,79.03696717917147,2.2566330078421997,36.41210568415054
13.236742809799134,50.37921042869085,13.751567705608412,63.938642145409794
10.942875570602027,71.37594610531515,1.0846586045756978,12.90364088894249
29.092312337913413,68.22638973273588,7.7740430641003595,43.03164280423909
19.4306794322898,58.67644757277866,2.72546441385572,27.470503280714365
25.257120734941083,77.80235718059666,5.30750725269128,88.77515246716881
37.22699421778279,40.023725776420136,13.964833837455718,4.058571213469508
17.47876687446625,35.46321051548107,3.263723745835816,91.37274940064593
22.31148769106889,72.69809834777111,14.521652476056657,83.29941385530005
32.66653415629146,51.957490831687416,3.881121277851904,29.757071644081545
16.863944964748676,72.34844271035303,11.381925518535613,78.92906546771047
12.309397294863789,74.65451025977075,8.653481708562364,3.121356033874756
18.69254358741304,33.122879680953574,13.382702186354628,96.68655502933936
14.836638617620132,74.17323814930303,8.755905577043833,52.65949425897893
37.890929570277194,52.41595276847111,8.48382906818832,30.328102606544526
34.24361138693251,55.52162445021161,3.7364120051575984,36.25832125946771
29.002112695312704,61.32962555466051,3.327211068723222,6.640535346049736
36.143817705631534,76.31913033650434,13.830848115617199,98.93495140420391
34.110162306973436,30.955804721488203,5.589734783900477,3.9291945150692453
15.597101766581076,53.842173415890855,6.209151569480543,65.49071231478591
36.77676995469933,64.38610212152804,11.637531217997438,44.273592770645834
26.18026725746952,66.13534788491143,5.743528753919303,94.89162181887151
34.22320465492187,64.6266215768554,14.328874252946038,24.599974030679515
36.8827389977048,36.72175647040609,11.330988765983204,53.20868239380113
19.540104249155917,44.96977941858406,9.36400939602788,48.2356208582753
13.301557735830302,47.935776270850674,13.332532247626535,70.28664440501014
16.83805487625825,70.22186038397524,1.6944827168927585,6.801023195242051
22.813233658787688,43.93799362072765,4.598877690648923,19.378913002335484
34.54044297767479,40.53524819336016,7.510508679092739,21.456482009284983
35.82191749769031,77.87240095190481,4.177699552601294,73.81507548416897
10.208563915935722,30.443164255673445,11.414672622230126,18.913869632674007
25.32241907732697,79.89104278409891,13.868912434752152,57.349176389097664
22.52233009446337,63.84106494286978,6.932781679032928,21.52438205009537
16.663234314121908,71.42346497245586,5.78985640156653,86.16249500839784
13.595961020010485,44.730969817309656,14.461710249925927,94.21854544896385
20.12845514210884,30.715763883353,7.2279340595855714,51.84929749422405
38.287291117375574,66.8934759280765,7.8466776062899655,35.23088842091783
19.696087960622656,71.7072298500338,5.923098212786675,23.405777501749913
25.563718652300985,67.02380659767596,13.733678622169936,4.978100152304377
31.090568766855334,37.14251436504193,8.96537676594591,26.85000761974954
20.90888807137882,67.67139611284846,11.670444220543025,65.42357799453178
39.15346248162882,68.44613910538206,12.36529405691241,53.36169313092108
